date,product_id,comp_a_price,comp_b_price,comp_c_price,avg_competitor_price
2024-10-20,1021,73.64,67.96,74.06,71.89
2024-10-21,1021,73.82,78.17,62.32,71.44
2024-10-22,1021,75.46,71.21,74.95,73.87
2024-10-23,1021,75.37,77.23,65.65,72.75
2024-10-24,1021,75.57,77.86,64.86,72.76
2024-10-25,1021,70.03,75.47,76.04,73.85
2024-10-26,1021,72.49,71.94,81.64,75.36
2024-10-27,1021,71.48,73.99,69.48,71.65
2024-10-28,1021,74.4,74.26,69.57,72.74
2024-10-29,1021,68.45,76.58,74.89,73.31
2024-10-30,1021,74.13,74.93,79.54,76.2
2024-10-31,1021,70.38,76.71,66.45,71.18
2024-11-01,1021,69.01,78.15,63.92,70.36
2024-11-02,1021,67.29,73.45,72.65,71.13
2024-11-03,1021,67.56,68.86,77.88,71.43
2024-11-04,1021,79.29,76.99,72.48,76.25
2024-11-05,1021,73.58,70.14,73.93,72.55
2024-11-06,1021,68.31,77.79,83.01,76.37
2024-11-07,1021,77.92,67.19,76.22,73.78
2024-11-08,1021,78.4,72.52,70.67,73.86
2024-11-09,1021,64.82,77.44,63.45,68.57
2024-11-10,1021,76.23,75.15,62.5,71.29
2024-11-11,1021,65.13,67.64,79.83,70.87
2024-11-12,1021,66.47,76.99,83.16,75.54
2024-11-13,1021,68.0,76.39,69.18,71.19
2024-11-14,1021,72.47,76.68,71.89,73.68
2024-11-15,1021,66.62,72.01,72.49,70.37
2024-11-16,1021,72.84,77.04,72.84,74.24
2024-11-17,1021,77.68,67.38,64.21,69.76
2024-11-18,1021,72.33,66.96,72.87,70.72
2024-11-19,1021,77.07,74.68,71.95,74.57
2024-11-20,1021,69.28,70.86,81.58,73.91
2024-11-21,1021,79.75,76.81,76.98,77.85
2024-11-22,1021,77.81,69.52,72.29,73.21
2024-11-23,1021,72.97,69.57,68.01,70.18
2024-11-24,1021,70.54,72.53,63.79,68.95
2024-11-25,1021,72.0,70.9,73.97,72.29
2024-11-26,1021,68.51,67.56,65.34,67.14
2024-11-27,1021,70.48,75.29,67.58,71.12
2024-11-28,1021,68.55,75.95,65.08,69.86
2024-11-29,1021,67.56,77.21,62.75,69.17
2024-11-30,1021,64.88,75.23,71.85,70.65
2024-12-01,1021,68.98,72.35,67.32,69.55
2024-12-02,1021,79.2,71.84,61.93,70.99
2024-12-03,1021,64.05,71.07,63.02,66.05
2024-12-04,1021,78.3,71.48,79.86,76.55
2024-12-05,1021,64.83,76.46,80.85,74.05
2024-12-06,1021,72.79,69.8,75.65,72.75
2024-12-07,1021,71.43,74.28,61.95,69.22
2024-12-08,1021,66.35,71.73,82.63,73.57
2024-12-09,1021,69.41,68.17,62.42,66.67
2024-12-10,1021,79.12,76.16,69.28,74.85
2024-12-11,1021,74.14,71.65,76.7,74.16
2024-12-12,1021,71.84,75.91,62.2,69.98
2024-12-13,1021,68.14,67.79,65.84,67.26
2024-12-14,1021,78.63,68.62,66.09,71.11
2024-12-15,1021,74.1,71.63,79.31,75.01
2024-12-16,1021,68.95,74.9,75.9,73.25
2024-12-17,1021,73.63,77.67,64.54,71.95
2024-12-18,1021,72.21,77.89,74.83,74.98
2024-12-19,1021,67.81,74.79,81.74,74.78
2024-12-20,1021,68.88,72.73,74.09,71.9
2024-12-21,1021,75.93,75.2,79.91,77.01
2024-12-22,1021,77.54,74.46,82.49,78.16
2024-12-23,1021,75.06,77.5,79.59,77.38
2024-12-24,1021,75.28,76.02,78.04,76.45
2024-12-25,1021,74.35,72.28,82.57,76.4
2024-12-26,1021,79.69,67.81,67.66,71.72
2024-12-27,1021,69.35,77.09,74.26,73.57
2024-12-28,1021,65.04,73.18,65.42,67.88
2024-12-29,1021,64.77,70.22,75.06,70.02
2024-12-30,1021,78.34,70.79,68.96,72.7
2024-01-01,1022,91.83,97.13,116.14,101.7
2024-01-02,1022,102.54,96.42,107.72,102.23
2024-01-03,1022,108.65,99.5,90.34,99.5
2024-01-04,1022,105.47,109.1,102.03,105.53
2024-01-05,1022,97.25,95.59,103.45,98.76
2024-01-06,1022,94.1,100.2,107.73,100.68
2024-01-07,1022,112.39,105.94,102.79,107.04
2024-01-08,1022,90.63,95.49,106.94,97.69
2024-01-09,1022,96.78,96.3,115.14,102.74
2024-01-10,1022,104.18,102.72,104.69,103.86
2024-01-11,1022,107.61,97.77,99.18,101.52
2024-01-12,1022,96.69,97.31,87.64,93.88
2024-01-13,1022,93.56,100.11,87.64,93.77
2024-01-14,1022,99.34,110.3,107.86,105.83
2024-01-15,1022,108.94,109.65,94.26,104.28
2024-01-16,1022,96.95,101.95,90.0,96.3
2024-01-17,1022,102.69,104.41,115.14,107.41
2024-01-18,1022,91.42,108.66,101.71,100.6
2024-01-19,1022,101.07,99.51,87.94,96.17
2024-01-20,1022,97.58,107.37,100.73,101.89
2024-01-21,1022,95.83,107.77,112.08,105.23
2024-01-22,1022,90.98,99.98,109.45,100.14
2024-01-23,1022,101.5,102.97,107.76,104.08
2024-01-24,1022,109.11,97.82,104.5,103.81
2024-01-25,1022,99.99,109.89,110.62,106.83
2024-01-26,1022,100.06,102.79,96.02,99.62
2024-01-27,1022,108.12,101.27,89.19,99.53
2024-01-28,1022,109.68,106.95,91.47,102.7
2024-01-29,1022,102.87,102.59,94.0,99.82
2024-01-30,1022,90.5,106.93,103.18,100.2
2024-01-31,1022,105.02,100.92,101.59,102.51
2024-02-01,1022,103.11,107.36,95.04,101.84
2024-02-02,1022,110.52,96.44,94.28,100.41
2024-02-03,1022,104.85,104.65,98.77,102.76
2024-02-04,1022,93.79,97.96,102.74,98.16
2024-02-05,1022,110.81,109.19,94.07,104.69
2024-02-06,1022,110.97,100.69,100.82,104.16
2024-02-07,1022,92.77,101.34,106.37,100.16
2024-02-08,1022,92.76,99.16,109.53,100.48
2024-02-09,1022,91.03,104.71,103.84,99.86
2024-02-10,1022,112.02,104.5,100.8,105.77
2024-02-11,1022,99.41,102.81,102.5,101.57
2024-02-12,1022,91.35,109.18,93.67,98.07
2024-02-13,1022,112.05,102.94,100.76,105.25
2024-02-14,1022,108.5,96.94,111.67,105.7
2024-02-15,1022,104.88,101.39,106.71,104.33
2024-02-16,1022,95.87,97.35,112.84,102.02
2024-02-17,1022,108.68,105.91,115.06,109.88
2024-02-18,1022,105.99,97.57,97.05,100.2
2024-02-19,1022,101.19,102.24,100.24,101.22
2024-02-20,1022,97.23,103.46,91.57,97.42
2024-02-21,1022,112.49,100.1,91.73,101.44
2024-02-22,1022,104.59,102.3,110.6,105.83
2024-02-23,1022,107.74,108.05,105.38,107.06
2024-02-24,1022,103.48,109.01,105.44,105.98
2024-02-25,1022,109.96,96.18,101.55,102.56
2024-02-26,1022,104.76,102.45,94.89,100.7
2024-02-27,1022,109.4,98.69,106.57,104.89
2024-02-28,1022,108.37,94.21,105.27,102.62
2024-02-29,1022,104.26,96.91,108.03,103.07
2024-03-01,1022,97.58,101.93,106.09,101.87
2024-03-02,1022,97.36,102.16,108.16,102.56
2024-03-03,1022,102.75,98.99,93.43,98.39
2024-03-04,1022,91.17,103.73,92.41,95.77
2024-03-05,1022,104.27,108.1,106.45,106.27
2024-03-06,1022,90.75,96.18,89.92,92.28
2024-03-07,1022,102.06,96.05,115.72,104.61
2024-03-08,1022,91.03,108.12,111.69,103.61
2024-03-09,1022,107.82,95.01,89.34,97.39
2024-03-10,1022,91.45,95.81,115.58,100.95
2024-03-11,1022,107.85,94.83,87.68,96.79
2024-03-12,1022,109.87,99.25,98.87,102.66
2024-03-13,1022,97.76,96.59,109.95,101.43
2024-03-14,1022,107.87,103.76,102.03,104.55
2024-03-15,1022,104.68,108.38,105.85,106.3
2024-03-16,1022,102.04,96.99,97.31,98.78
2024-03-17,1022,99.22,106.61,87.18,97.67
2024-03-18,1022,98.56,99.75,92.31,96.87
2024-03-19,1022,99.93,105.18,100.93,102.01
2024-03-20,1022,94.35,98.71,89.44,94.17
2024-03-21,1022,91.99,103.57,116.5,104.02
2024-03-22,1022,95.51,98.74,109.61,101.29
2024-03-23,1022,92.8,109.47,112.95,105.07
2024-03-24,1022,102.14,98.82,95.7,98.89
2024-03-25,1022,108.77,96.04,113.92,106.24
2024-03-26,1022,109.7,103.97,113.07,108.91
2024-03-27,1022,96.63,100.52,104.44,100.53
2024-03-28,1022,93.4,94.29,113.14,100.28
2024-03-29,1022,108.11,109.65,109.98,109.25
2024-03-30,1022,107.18,109.02,117.67,111.29
2024-03-31,1022,91.13,98.85,98.41,96.13
2024-04-01,1022,97.01,109.41,96.42,100.95
2024-04-02,1022,106.86,101.9,116.08,108.28
2024-04-03,1022,107.09,100.2,111.78,106.36
2024-04-04,1022,111.02,95.72,87.13,97.96
2024-04-05,1022,109.51,109.28,101.82,106.87
2024-04-06,1022,95.17,99.05,90.11,94.78
2024-04-07,1022,111.02,106.28,109.21,108.84
2024-04-08,1022,111.4,109.44,88.2,103.01
2024-04-09,1022,96.72,110.42,95.95,101.03
2024-04-10,1022,97.35,109.3,100.52,102.39
2024-04-11,1022,91.9,106.56,110.6,103.02
2024-04-12,1022,103.12,105.56,115.39,108.02
2024-04-13,1022,90.63,106.1,116.64,104.46
2024-04-14,1022,101.77,106.1,87.03,98.3
2024-04-15,1022,102.27,96.18,107.64,102.03
2024-04-16,1022,92.19,103.82,96.77,97.59
2024-04-17,1022,112.56,98.39,88.9,99.95
2024-04-18,1022,94.1,103.95,105.19,101.08
2024-04-19,1022,102.02,98.56,113.78,104.79
2024-04-20,1022,93.61,96.08,114.0,101.23
2024-04-21,1022,99.71,104.59,115.51,106.6
2024-04-22,1022,109.11,101.57,97.76,102.81
2024-04-23,1022,92.2,106.75,93.26,97.4
2024-04-24,1022,102.37,95.28,102.61,100.09
2024-04-25,1022,93.84,101.46,115.39,103.56
2024-04-26,1022,107.78,95.66,104.86,102.77
2024-04-27,1022,94.64,106.96,91.97,97.86
2024-04-28,1022,91.17,101.74,110.53,101.15
2024-04-29,1022,106.29,103.89,108.97,106.38
2024-04-30,1022,100.88,104.17,89.84,98.3
2024-05-01,1022,95.12,95.69,105.34,98.72
2024-05-02,1022,104.0,102.36,102.17,102.84
2024-05-03,1022,103.98,98.54,113.76,105.43
2024-05-04,1022,98.72,104.06,98.07,100.28
2024-05-05,1022,99.22,107.79,94.69,100.57
2024-05-06,1022,112.07,95.22,89.16,98.82
2024-05-07,1022,99.31,107.77,93.11,100.06
2024-05-08,1022,110.46,110.11,101.9,107.49
2024-05-09,1022,97.25,97.88,116.63,103.92
2024-05-10,1022,108.94,103.99,92.18,101.7
2024-05-11,1022,110.97,109.46,96.56,105.66
2024-05-12,1022,104.81,99.65,102.85,102.44
2024-05-13,1022,93.22,98.93,116.98,103.04
2024-05-14,1022,95.31,101.4,100.51,99.07
2024-05-15,1022,102.11,95.36,111.63,103.03
2024-05-16,1022,104.65,97.99,95.15,99.26
2024-05-17,1022,94.82,103.39,93.16,97.12
2024-05-18,1022,104.6,102.8,109.16,105.52
2024-05-19,1022,105.4,96.05,94.57,98.67
2024-05-20,1022,104.17,97.19,105.37,102.24
2024-05-21,1022,95.62,105.29,105.77,102.23
2024-05-22,1022,101.08,106.51,92.86,100.15
2024-05-23,1022,100.93,100.5,109.92,103.78
2024-05-24,1022,93.53,106.11,101.18,100.27
2024-05-25,1022,90.66,101.65,97.01,96.44
2024-05-26,1022,108.67,102.38,111.79,107.61
2024-05-27,1022,98.93,96.98,89.24,95.05
2024-05-28,1022,106.25,109.26,91.98,102.5
2024-05-29,1022,96.54,109.25,114.29,106.69
2024-05-30,1022,112.07,109.84,99.97,107.29
2024-05-31,1022,96.68,109.51,111.41,105.87
2024-06-01,1022,105.87,98.91,88.16,97.65
2024-06-02,1022,107.26,108.35,97.89,104.5
2024-06-03,1022,97.38,106.35,103.04,102.26
2024-06-04,1022,94.85,96.87,98.44,96.72
2024-06-05,1022,94.21,110.19,91.48,98.63
2024-06-06,1022,99.24,99.23,98.74,99.07
2024-06-07,1022,103.22,104.5,112.94,106.89
2024-06-08,1022,91.85,109.91,116.1,105.95
2024-06-09,1022,95.72,106.56,113.96,105.41
2024-06-10,1022,94.42,100.03,109.21,101.22
2024-06-11,1022,107.34,99.65,89.34,98.78
2024-06-12,1022,98.43,105.75,112.09,105.42
2024-06-13,1022,100.79,108.06,104.3,104.38
2024-06-14,1022,98.47,102.04,98.21,99.57
2024-06-15,1022,97.65,98.37,97.87,97.96
2024-06-16,1022,107.82,107.97,113.38,109.72
2024-06-17,1022,100.4,100.48,98.73,99.87
2024-06-18,1022,103.96,100.43,96.56,100.32
2024-06-19,1022,103.61,110.12,112.58,108.77
2024-06-20,1022,105.25,106.07,101.26,104.19
2024-06-21,1022,95.79,109.57,106.32,103.89
2024-06-22,1022,106.22,105.76,105.34,105.77
2024-06-23,1022,98.19,109.52,101.72,103.14
2024-06-24,1022,93.01,100.12,105.68,99.6
2024-06-25,1022,103.82,99.01,96.56,99.8
2024-06-26,1022,90.17,94.61,97.99,94.26
2024-06-27,1022,109.43,98.66,102.46,103.52
2024-06-28,1022,106.85,96.22,87.8,96.96
2024-06-29,1022,99.9,98.9,96.81,98.54
2024-06-30,1022,101.72,103.55,107.46,104.24
2024-07-01,1022,107.24,101.52,98.41,102.39
2024-07-02,1022,93.18,103.06,108.0,101.41
2024-07-03,1022,101.79,104.74,92.48,99.67
2024-07-04,1022,96.02,102.24,112.61,103.62
2024-07-05,1022,91.08,104.36,99.91,98.45
2024-07-06,1022,108.28,94.37,110.89,104.51
2024-07-07,1022,100.15,103.53,91.1,98.26
2024-07-08,1022,91.0,104.94,116.23,104.06
2024-07-09,1022,91.33,94.91,91.85,92.7
2024-07-10,1022,109.07,105.72,105.6,106.8
2024-07-11,1022,100.32,108.33,103.95,104.2
2024-07-12,1022,107.03,94.38,115.08,105.5
2024-07-13,1022,103.7,103.64,101.57,102.97
2024-07-14,1022,107.68,96.06,88.54,97.43
2024-07-15,1022,105.1,102.26,110.11,105.82
2024-07-16,1022,110.09,109.5,115.31,111.63
2024-07-17,1022,110.65,105.87,116.3,110.94
2024-07-18,1022,102.59,96.0,93.61,97.4
2024-07-19,1022,112.21,96.1,99.67,102.66
2024-07-20,1022,104.34,105.01,87.05,98.8
2024-07-21,1022,109.55,99.3,98.28,102.38
2024-07-22,1022,90.4,96.11,108.05,98.19
2024-07-23,1022,95.96,102.69,116.95,105.2
2024-07-24,1022,98.71,110.01,109.08,105.93
2024-07-25,1022,102.68,100.01,94.38,99.02
2024-07-26,1022,96.44,109.43,93.07,99.65
2024-07-27,1022,110.81,107.8,108.66,109.09
2024-07-28,1022,111.35,94.55,111.4,105.77
2024-07-29,1022,95.31,95.15,117.47,102.64
2024-07-30,1022,106.18,103.29,111.93,107.13
2024-07-31,1022,100.43,104.57,117.05,107.35
2024-08-01,1022,109.13,103.7,114.45,109.09
2024-08-02,1022,107.66,96.37,96.4,100.14
2024-08-03,1022,111.26,109.87,102.44,107.86
2024-08-04,1022,100.37,97.28,109.94,102.53
2024-08-05,1022,108.83,104.22,94.26,102.44
2024-08-06,1022,96.05,108.06,115.55,106.55
2024-08-07,1022,95.45,96.09,88.79,93.44
2024-08-08,1022,110.96,98.14,98.23,102.44
2024-08-09,1022,105.49,101.25,93.04,99.93
2024-08-10,1022,96.66,100.0,101.08,99.25
2024-08-11,1022,103.46,103.93,98.47,101.95
2024-08-12,1022,103.18,95.35,102.09,100.21
2024-08-13,1022,94.32,105.7,89.48,96.5
2024-08-14,1022,104.95,109.19,94.62,102.92
2024-08-15,1022,111.71,110.08,92.78,104.86
2024-08-16,1022,95.18,95.55,91.81,94.18
2024-08-17,1022,107.89,99.61,116.75,108.08
2024-08-18,1022,105.87,108.71,111.43,108.67
2024-08-19,1022,90.38,102.51,101.61,98.17
2024-08-20,1022,106.49,105.65,95.09,102.41
2024-08-21,1022,92.82,107.04,108.31,102.72
2024-08-22,1022,110.67,96.35,113.72,106.91
2024-08-23,1022,96.53,97.14,102.07,98.58
2024-08-24,1022,103.86,108.78,106.35,106.33
2024-08-25,1022,94.3,102.74,111.47,102.84
2024-08-26,1022,96.08,96.95,95.43,96.15
2024-08-27,1022,94.89,96.09,98.19,96.39
2024-08-28,1022,111.83,106.47,105.4,107.9
2024-08-29,1022,103.5,103.0,112.99,106.5
2024-08-30,1022,99.62,110.04,111.44,107.03
2024-08-31,1022,100.7,100.15,97.65,99.5
2024-09-01,1022,104.86,103.57,91.43,99.95
2024-09-02,1022,105.01,101.51,92.61,99.71
2024-09-03,1022,91.31,102.07,112.24,101.87
2024-09-04,1022,105.94,96.22,106.8,102.99
2024-09-05,1022,93.29,100.6,104.4,99.43
2024-09-06,1022,97.29,101.74,113.37,104.13
2024-09-07,1022,100.79,99.02,106.22,102.01
2024-09-08,1022,101.45,95.58,106.26,101.1
2024-09-09,1022,90.33,97.46,99.46,95.75
2024-09-10,1022,106.12,108.19,106.87,107.06
2024-09-11,1022,112.27,98.45,95.18,101.97
2024-09-12,1022,92.24,98.6,101.83,97.56
2024-09-13,1022,106.83,100.55,113.57,106.98
2024-09-14,1022,104.49,97.48,89.8,97.26
2024-09-15,1022,96.74,102.15,87.68,95.52
2024-09-16,1022,90.72,110.44,96.57,99.24
2024-09-17,1022,105.01,98.12,102.45,101.86
2024-09-18,1022,91.45,98.67,114.43,101.52
2024-09-19,1022,104.75,95.33,87.55,95.88
2024-09-20,1022,98.64,105.34,94.26,99.41
2024-09-21,1022,109.37,98.73,93.26,100.45
2024-09-22,1022,99.35,107.17,106.52,104.35
2024-09-23,1022,107.29,97.13,115.51,106.64
2024-09-24,1022,99.63,97.22,99.36,98.74
2024-09-25,1022,95.46,108.38,90.26,98.03
2024-09-26,1022,104.9,108.2,115.69,109.6
2024-09-27,1022,92.49,99.95,109.48,100.64
2024-09-28,1022,92.69,95.26,90.55,92.83
2024-09-29,1022,105.68,106.76,104.44,105.63
2024-09-30,1022,100.34,100.44,115.91,105.56
2024-10-01,1022,94.52,101.51,102.25,99.43
2024-10-02,1022,101.67,105.31,87.74,98.24
2024-10-03,1022,104.86,96.04,90.52,97.14
2024-10-04,1022,103.69,100.1,111.2,105.0
2024-10-05,1022,101.04,94.3,94.94,96.76
2024-10-06,1022,95.68,101.54,97.86,98.36
2024-10-07,1022,111.1,95.56,112.41,106.36
2024-10-08,1022,93.48,96.34,114.36,101.39
2024-10-09,1022,109.67,105.1,92.69,102.49
2024-10-10,1022,107.51,110.31,103.78,107.2
2024-10-11,1022,95.13,99.67,99.67,98.16
2024-10-12,1022,95.8,101.88,110.08,102.59
2024-10-13,1022,93.33,103.0,110.58,102.3
2024-10-14,1022,97.62,97.3,101.3,98.74
2024-10-15,1022,97.45,104.87,97.99,100.1
2024-10-16,1022,108.56,110.03,88.23,102.27
2024-10-17,1022,105.4,94.3,87.46,95.72
2024-10-18,1022,96.95,109.86,117.26,108.02
2024-10-19,1022,102.67,101.58,115.4,106.55
2024-10-20,1022,96.15,101.28,101.97,99.8
2024-10-21,1022,92.92,97.13,93.26,94.44
2024-10-22,1022,100.34,102.52,96.49,99.78
2024-10-23,1022,107.81,109.31,92.02,103.05
2024-10-24,1022,98.06,94.32,112.06,101.48
2024-10-25,1022,107.48,103.67,91.75,100.97
2024-10-26,1022,95.76,107.76,98.69,100.74
2024-10-27,1022,92.05,103.91,104.76,100.24
2024-10-28,1022,111.31,101.79,101.01,104.7
2024-10-29,1022,105.12,97.82,88.97,97.3
2024-10-30,1022,104.46,107.74,96.23,102.81
2024-10-31,1022,111.92,95.12,100.46,102.5
2024-11-01,1022,92.8,101.39,96.21,96.8
2024-11-02,1022,90.2,106.44,111.89,102.84
2024-11-03,1022,97.59,101.17,116.78,105.18
2024-11-04,1022,111.31,107.65,114.68,111.21
2024-11-05,1022,110.16,95.68,116.65,107.5
2024-11-06,1022,107.91,105.06,114.43,109.13
2024-11-07,1022,90.79,101.75,109.24,100.59
2024-11-08,1022,95.02,106.83,88.86,96.9
2024-11-09,1022,91.01,108.15,101.98,100.38
2024-11-10,1022,104.83,106.14,110.41,107.13
2024-11-11,1022,95.55,108.96,116.79,107.1
2024-11-12,1022,95.09,105.16,92.32,97.52
2024-11-13,1022,111.78,94.32,116.43,107.51
2024-11-14,1022,99.43,105.64,116.38,107.15
2024-11-15,1022,100.71,110.03,116.84,109.19
2024-11-16,1022,110.52,106.21,116.86,111.2
2024-11-17,1022,107.19,94.97,112.12,104.76
2024-11-18,1022,111.7,95.0,91.94,99.55
2024-11-19,1022,108.42,109.97,105.99,108.13
2024-11-20,1022,95.1,105.23,115.45,105.26
2024-11-21,1022,98.97,99.22,102.63,100.27
2024-11-22,1022,100.62,98.71,112.88,104.07
2024-11-23,1022,95.72,98.08,88.78,94.19
2024-11-24,1022,92.25,102.1,108.44,100.93
2024-11-25,1022,99.94,98.29,94.86,97.7
2024-11-26,1022,90.45,100.87,92.74,94.69
2024-11-27,1022,109.63,97.38,111.88,106.3
2024-11-28,1022,107.22,106.65,117.59,110.49
2024-11-29,1022,97.34,101.57,90.9,96.6
2024-11-30,1022,111.35,103.82,103.06,106.08
2024-12-01,1022,109.21,110.4,99.76,106.46
2024-12-02,1022,111.67,98.07,103.74,104.49
2024-12-03,1022,96.13,102.32,106.19,101.55
2024-12-04,1022,105.99,108.59,100.08,104.89
2024-12-05,1022,93.18,104.77,88.45,95.47
2024-12-06,1022,90.15,109.9,117.6,105.88
2024-12-07,1022,110.59,109.29,113.25,111.04
2024-12-08,1022,92.07,108.86,113.9,104.94
2024-12-09,1022,104.58,107.39,109.47,107.15
2024-12-10,1022,95.99,106.03,111.65,104.56
2024-12-11,1022,105.4,100.54,104.3,103.41
2024-12-12,1022,108.22,98.76,103.63,103.54
2024-12-13,1022,109.12,99.08,91.94,100.05
2024-12-14,1022,92.14,105.32,107.83,101.76
2024-12-15,1022,98.6,108.95,88.14,98.56
2024-12-16,1022,103.45,94.7,104.43,100.86
2024-12-17,1022,102.09,103.8,116.04,107.31
2024-12-18,1022,100.82,104.78,93.15,99.58
2024-12-19,1022,107.61,98.39,91.02,99.01
2024-12-20,1022,103.9,105.44,96.89,102.08
2024-12-21,1022,101.65,109.71,117.08,109.48
2024-12-22,1022,102.27,99.2,96.68,99.38
2024-12-23,1022,99.98,108.65,100.11,102.91
2024-12-24,1022,111.93,107.67,105.91,108.5
2024-12-25,1022,111.06,100.49,104.04,105.2
2024-12-26,1022,112.26,107.09,100.95,106.77
2024-12-27,1022,96.68,102.82,88.65,96.05
2024-12-28,1022,110.96,106.03,95.91,104.3
2024-12-29,1022,107.46,98.26,89.08,98.27
2024-12-30,1022,95.06,106.21,107.86,103.04
2024-01-01,1023,160.35,165.55,141.29,155.73
2024-01-02,1023,147.5,167.51,177.38,164.13
2024-01-03,1023,163.81,157.08,132.55,151.15
2024-01-04,1023,146.17,148.36,145.18,146.57
2024-01-05,1023,161.74,153.82,148.9,154.82
2024-01-06,1023,150.03,165.17,149.59,154.93
2024-01-07,1023,144.19,158.56,145.72,149.49
2024-01-08,1023,145.34,161.64,171.54,159.51
2024-01-09,1023,159.71,149.03,161.49,156.74
2024-01-10,1023,170.82,163.9,167.98,167.57
2024-01-11,1023,171.14,162.48,148.82,160.81
2024-01-12,1023,170.3,165.72,158.91,164.98
2024-01-13,1023,145.41,157.73,154.9,152.68
2024-01-14,1023,161.35,153.33,137.58,150.75
2024-01-15,1023,138.17,156.57,163.78,152.84
2024-01-16,1023,157.54,146.96,151.27,151.92
2024-01-17,1023,142.1,168.11,166.66,158.96
2024-01-18,1023,166.06,164.28,147.56,159.3
2024-01-19,1023,139.52,166.86,152.61,153.0
2024-01-20,1023,141.11,144.27,164.39,149.92
2024-01-21,1023,139.41,152.85,143.38,145.21
2024-01-22,1023,152.75,163.7,175.16,163.87
2024-01-23,1023,156.66,160.48,173.27,163.47
2024-01-24,1023,164.84,146.95,167.32,159.7
2024-01-25,1023,168.75,155.98,163.0,162.58
2024-01-26,1023,153.27,167.27,174.52,165.02
2024-01-27,1023,150.84,160.64,133.77,148.42
2024-01-28,1023,141.51,144.57,159.52,148.53
2024-01-29,1023,170.46,162.07,152.82,161.78
2024-01-30,1023,149.06,154.46,170.42,157.98
2024-01-31,1023,152.9,165.68,134.59,151.06
2024-02-01,1023,149.96,154.43,151.95,152.11
2024-02-02,1023,153.9,164.04,166.59,161.51
2024-02-03,1023,159.91,143.88,150.89,151.56
2024-02-04,1023,148.51,149.52,142.18,146.74
2024-02-05,1023,141.69,152.36,160.75,151.6
2024-02-06,1023,138.25,149.95,141.27,143.16
2024-02-07,1023,148.19,164.06,155.98,156.08
2024-02-08,1023,170.41,167.64,144.29,160.78
2024-02-09,1023,153.56,153.51,157.12,154.73
2024-02-10,1023,156.61,166.53,138.82,153.99
2024-02-11,1023,147.13,164.55,153.72,155.13
2024-02-12,1023,139.84,158.12,151.96,149.97
2024-02-13,1023,137.4,148.49,168.88,151.59
2024-02-14,1023,169.6,147.56,151.88,156.35
2024-02-15,1023,158.32,153.36,139.33,150.34
2024-02-16,1023,145.24,164.41,167.11,158.92
2024-02-17,1023,147.07,158.1,170.23,158.47
2024-02-18,1023,149.95,147.86,157.87,151.89
2024-02-19,1023,154.77,152.16,148.42,151.78
2024-02-20,1023,152.28,148.18,132.99,144.48
2024-02-21,1023,151.85,148.9,152.03,150.93
2024-02-22,1023,161.86,155.23,135.28,150.79
2024-02-23,1023,151.62,144.41,147.7,147.91
2024-02-24,1023,169.56,164.64,171.25,168.48
2024-02-25,1023,142.24,146.64,137.59,142.16
2024-02-26,1023,145.69,149.38,163.97,153.01
2024-02-27,1023,147.18,164.4,156.43,156.0
2024-02-28,1023,168.89,151.33,165.41,161.88
2024-02-29,1023,154.45,146.21,150.62,150.43
2024-03-01,1023,168.5,159.92,152.06,160.16
2024-03-02,1023,144.51,150.43,150.37,148.44
2024-03-03,1023,155.01,147.33,166.78,156.37
2024-03-04,1023,169.52,165.49,163.2,166.07
2024-03-05,1023,165.4,153.49,136.44,151.78
2024-03-06,1023,145.68,147.35,148.16,147.06
2024-03-07,1023,171.2,144.6,168.76,161.52
2024-03-08,1023,158.94,165.05,140.63,154.87
2024-03-09,1023,168.12,150.03,153.17,157.11
2024-03-10,1023,169.02,166.38,153.96,163.12
2024-03-11,1023,171.0,150.23,168.99,163.41
2024-03-12,1023,140.62,157.24,143.83,147.23
2024-03-13,1023,145.66,155.85,150.42,150.64
2024-03-14,1023,164.05,157.6,177.92,166.52
2024-03-15,1023,154.39,156.29,156.64,155.77
2024-03-16,1023,158.71,144.41,159.9,154.34
2024-03-17,1023,144.51,148.61,136.21,143.11
2024-03-18,1023,137.72,149.92,146.7,144.78
2024-03-19,1023,143.47,148.6,155.37,149.15
2024-03-20,1023,150.75,151.38,170.82,157.65
2024-03-21,1023,144.7,165.43,157.52,155.88
2024-03-22,1023,169.36,161.4,148.64,159.8
2024-03-23,1023,165.45,159.69,149.46,158.2
2024-03-24,1023,168.73,145.49,159.48,157.9
2024-03-25,1023,164.48,163.32,135.18,154.33
2024-03-26,1023,151.53,156.88,160.16,156.19
2024-03-27,1023,138.04,147.02,156.32,147.13
2024-03-28,1023,162.95,152.58,175.4,163.64
2024-03-29,1023,163.03,157.44,150.46,156.98
2024-03-30,1023,148.74,144.02,155.86,149.54
2024-03-31,1023,138.04,165.25,153.52,152.27
2024-04-01,1023,148.12,149.6,139.93,145.88
2024-04-02,1023,163.98,155.02,153.27,157.42
2024-04-03,1023,153.95,154.25,167.96,158.72
2024-04-04,1023,156.79,154.77,140.87,150.81
2024-04-05,1023,171.05,151.42,141.97,154.81
2024-04-06,1023,152.27,156.97,160.22,156.49
2024-04-07,1023,165.12,148.15,146.05,153.11
2024-04-08,1023,157.06,162.11,162.92,160.7
2024-04-09,1023,154.44,150.89,142.07,149.13
