date,product_id,price,demand,revenue,margin,cost,day_of_week,month,seasonality_index
2024-06-25,1028,167.61,66,11062.26,4931.52,92.89,1,6,1.25
2024-06-26,1028,152.96,67,10248.32,4024.69,92.89,2,6,1.25
2024-06-27,1028,184.37,47,8665.39,4299.56,92.89,3,6,1.25
2024-06-28,1028,146.09,79,11541.11,4202.8,92.89,4,6,1.25
2024-06-29,1028,181.04,53,9595.12,4671.95,92.89,5,6,1.25
2024-06-30,1028,149.93,98,14693.14,5589.92,92.89,6,6,1.25
2024-07-01,1028,172.64,55,9495.2,4386.25,92.89,0,7,1.2165
2024-07-02,1028,158.69,72,11425.68,4737.6,92.89,1,7,1.2165
2024-07-03,1028,173.4,64,11097.6,5152.64,92.89,2,7,1.2165
2024-07-04,1028,171.54,59,10120.86,4640.35,92.89,3,7,1.2165
2024-07-05,1028,166.34,59,9814.06,4333.55,92.89,4,7,1.2165
2024-07-06,1028,163.54,73,11938.42,5157.45,92.89,5,7,1.2165
2024-07-07,1028,171.07,56,9579.92,4378.08,92.89,6,7,1.2165
2024-07-08,1028,169.79,59,10017.61,4537.1,92.89,0,7,1.2165
2024-07-09,1028,176.71,53,9365.63,4442.46,92.89,1,7,1.2165
2024-07-10,1028,146.73,79,11591.67,4253.36,92.89,2,7,1.2165
2024-07-11,1028,178.2,54,9622.8,4606.74,92.89,3,7,1.2165
2024-07-12,1028,160.1,68,10886.8,4570.28,92.89,4,7,1.2165
2024-07-13,1028,173.01,55,9515.55,4406.6,92.89,5,7,1.2165
2024-07-14,1028,176.62,74,13069.88,6196.02,92.89,6,7,1.2165
2024-07-15,1028,162.31,73,11848.63,5067.66,92.89,0,7,1.2165
2024-07-16,1028,179.23,61,10933.03,5266.74,92.89,1,7,1.2165
2024-07-17,1028,174.51,60,10470.6,4897.2,92.89,2,7,1.2165
2024-07-18,1028,164.75,53,8731.75,3808.58,92.89,3,7,1.2165
2024-07-19,1028,163.67,51,8347.17,3609.78,92.89,4,7,1.2165
2024-07-20,1028,176.83,57,10079.31,4784.58,92.89,5,7,1.2165
2024-07-21,1028,154.27,71,10953.17,4357.98,92.89,6,7,1.2165
2024-07-22,1028,152.24,81,12331.44,4807.35,92.89,0,7,1.2165
2024-07-23,1028,187.75,63,11828.25,5976.18,92.89,1,7,1.2165
2024-07-24,1028,182.32,57,10392.24,5097.51,92.89,2,7,1.2165
2024-07-25,1028,170.29,55,9365.95,4257.0,92.89,3,7,1.2165
2024-07-26,1028,184.28,49,9029.72,4478.11,92.89,4,7,1.2165
2024-07-27,1028,162.93,72,11730.96,5042.88,92.89,5,7,1.2165
2024-07-28,1028,186.17,67,12473.39,6249.76,92.89,6,7,1.2165
2024-07-29,1028,172.66,66,11395.56,5264.82,92.89,0,7,1.2165
2024-07-30,1028,150.19,65,9762.35,3724.5,92.89,1,7,1.2165
2024-07-31,1028,181.61,66,11986.26,5855.52,92.89,2,7,1.2165
2024-08-01,1028,162.56,51,8290.56,3553.17,92.89,3,8,1.125
2024-08-02,1028,171.87,57,9796.59,4501.86,92.89,4,8,1.125
2024-08-03,1028,178.83,72,12875.76,6187.68,92.89,5,8,1.125
2024-08-04,1028,162.97,78,12711.66,5466.24,92.89,6,8,1.125
2024-08-05,1028,186.43,39,7270.77,3648.06,92.89,0,8,1.125
2024-08-06,1028,160.92,50,8046.0,3401.5,92.89,1,8,1.125
2024-08-07,1028,155.7,54,8407.8,3391.74,92.89,2,8,1.125
2024-08-08,1028,173.85,54,9387.9,4371.84,92.89,3,8,1.125
2024-08-09,1028,170.69,48,8193.12,3734.4,92.89,4,8,1.125
2024-08-10,1028,176.45,54,9528.3,4512.24,92.89,5,8,1.125
2024-08-11,1028,171.12,75,12834.0,5867.25,92.89,6,8,1.125
2024-08-12,1028,180.74,42,7591.08,3689.7,92.89,0,8,1.125
2024-08-13,1028,154.75,67,10368.25,4144.62,92.89,1,8,1.125
2024-08-14,1028,160.87,70,11260.9,4758.6,92.89,2,8,1.125
2024-08-15,1028,154.23,75,11567.25,4600.5,92.89,3,8,1.125
2024-08-16,1028,171.84,45,7732.8,3552.75,92.89,4,8,1.125
2024-08-17,1028,155.91,66,10290.06,4159.32,92.89,5,8,1.125
2024-08-18,1028,181.89,54,9822.06,4806.0,92.89,6,8,1.125
2024-08-19,1028,147.64,60,8858.4,3285.0,92.89,0,8,1.125
2024-08-20,1028,161.32,69,11131.08,4721.67,92.89,1,8,1.125
2024-08-21,1028,183.01,54,9882.54,4866.48,92.89,2,8,1.125
2024-08-22,1028,154.44,59,9111.96,3631.45,92.89,3,8,1.125
2024-08-23,1028,180.53,57,10290.21,4995.48,92.89,4,8,1.125
2024-08-24,1028,152.73,83,12676.59,4966.72,92.89,5,8,1.125
2024-08-25,1028,178.32,64,11412.48,5467.52,92.89,6,8,1.125
2024-08-26,1028,147.39,72,10612.08,3924.0,92.89,0,8,1.125
2024-08-27,1028,172.96,52,8993.92,4163.64,92.89,1,8,1.125
2024-08-28,1028,155.73,73,11368.29,4587.32,92.89,2,8,1.125
2024-08-29,1028,187.61,43,8067.23,4072.96,92.89,3,8,1.125
2024-08-30,1028,145.99,69,10073.31,3663.9,92.89,4,8,1.125
2024-08-31,1028,175.47,65,11405.55,5367.7,92.89,5,8,1.125
2024-09-01,1028,173.26,55,9529.3,4420.35,92.89,6,9,1.0
2024-09-02,1028,167.78,43,7214.54,3220.27,92.89,0,9,1.0
2024-09-03,1028,159.5,60,9570.0,3996.6,92.89,1,9,1.0
2024-09-04,1028,170.77,53,9050.81,4127.64,92.89,2,9,1.0
2024-09-05,1028,183.24,49,8978.76,4427.15,92.89,3,9,1.0
2024-09-06,1028,155.44,45,6994.8,2814.75,92.89,4,9,1.0
2024-09-07,1028,182.52,62,11316.24,5557.06,92.89,5,9,1.0
2024-09-08,1028,186.38,57,10623.66,5328.93,92.89,6,9,1.0
2024-09-09,1028,184.62,53,9784.86,4861.69,92.89,0,9,1.0
2024-09-10,1028,187.34,42,7868.28,3966.9,92.89,1,9,1.0
2024-09-11,1028,181.6,49,8898.4,4346.79,92.89,2,9,1.0
2024-09-12,1028,149.93,54,8096.22,3080.16,92.89,3,9,1.0
2024-09-13,1028,179.26,51,9142.26,4404.87,92.89,4,9,1.0
2024-09-14,1028,168.09,69,11598.21,5188.8,92.89,5,9,1.0
2024-09-15,1028,177.52,50,8876.0,4231.5,92.89,6,9,1.0
2024-09-16,1028,156.3,49,7658.7,3107.09,92.89,0,9,1.0
2024-09-17,1028,155.56,63,9800.28,3948.21,92.89,1,9,1.0
2024-09-18,1028,157.97,46,7266.62,2993.68,92.89,2,9,1.0
2024-09-19,1028,160.17,46,7367.82,3094.88,92.89,3,9,1.0
2024-09-20,1028,156.01,57,8892.57,3597.84,92.89,4,9,1.0
2024-09-21,1028,178.64,56,10003.84,4802.0,92.89,5,9,1.0
2024-09-22,1028,173.6,46,7985.6,3712.66,92.89,6,9,1.0
2024-09-23,1028,181.95,44,8005.8,3918.64,92.89,0,9,1.0
2024-09-24,1028,164.67,54,8892.18,3876.12,92.89,1,9,1.0
2024-09-25,1028,153.82,65,9998.3,3960.45,92.89,2,9,1.0
2024-09-26,1028,166.4,50,8320.0,3675.5,92.89,3,9,1.0
2024-09-27,1028,145.64,71,10340.44,3745.25,92.89,4,9,1.0
2024-09-28,1028,173.22,61,10566.42,4900.13,92.89,5,9,1.0
2024-09-29,1028,176.57,59,10417.63,4937.12,92.89,6,9,1.0
2024-09-30,1028,176.42,38,6703.96,3174.14,92.89,0,9,1.0
2024-10-01,1028,172.21,45,7749.45,3569.4,92.89,1,10,0.875
2024-10-02,1028,176.05,43,7570.15,3575.88,92.89,2,10,0.875
2024-10-03,1028,171.25,37,6336.25,2899.32,92.89,3,10,0.875
2024-10-04,1028,180.57,43,7764.51,3770.24,92.89,4,10,0.875
2024-10-05,1028,151.8,55,8349.0,3240.05,92.89,5,10,0.875
2024-10-06,1028,178.24,54,9624.96,4608.9,92.89,6,10,0.875
2024-10-07,1028,152.27,55,8374.85,3265.9,92.89,0,10,0.875
2024-10-08,1028,167.8,36,6040.8,2696.76,92.89,1,10,0.875
2024-10-09,1028,172.14,36,6197.04,2853.0,92.89,2,10,0.875
2024-10-10,1028,185.2,44,8148.8,4061.64,92.89,3,10,0.875
2024-10-11,1028,160.1,55,8805.5,3696.55,92.89,4,10,0.875
2024-10-12,1028,156.93,52,8160.36,3330.08,92.89,5,10,0.875
2024-10-13,1028,170.63,59,10067.17,4586.66,92.89,6,10,0.875
2024-10-14,1028,187.27,44,8239.88,4152.72,92.89,0,10,0.875
2024-10-15,1028,163.57,37,6052.09,2615.16,92.89,1,10,0.875
2024-10-16,1028,164.04,39,6397.56,2774.85,92.89,2,10,0.875
2024-10-17,1028,184.1,42,7732.2,3830.82,92.89,3,10,0.875
2024-10-18,1028,164.79,40,6591.6,2876.0,92.89,4,10,0.875
2024-10-19,1028,167.53,41,6868.73,3060.24,92.89,5,10,0.875
2024-10-20,1028,152.01,68,10336.68,4020.16,92.89,6,10,0.875
2024-10-21,1028,163.73,47,7695.31,3329.48,92.89,0,10,0.875
2024-10-22,1028,163.33,52,8493.16,3662.88,92.89,1,10,0.875
2024-10-23,1028,150.03,50,7501.5,2857.0,92.89,2,10,0.875
2024-10-24,1028,166.57,36,5996.52,2652.48,92.89,3,10,0.875
2024-10-25,1028,177.47,46,8163.62,3890.68,92.89,4,10,0.875
2024-10-26,1028,166.66,60,9999.6,4426.2,92.89,5,10,0.875
2024-10-27,1028,157.25,53,8334.25,3411.08,92.89,6,10,0.875
2024-10-28,1028,179.17,45,8062.65,3882.6,92.89,0,10,0.875
2024-10-29,1028,167.08,43,7184.44,3190.17,92.89,1,10,0.875
2024-10-30,1028,188.75,30,5662.5,2875.8,92.89,2,10,0.875
2024-10-31,1028,171.88,48,8250.24,3791.52,92.89,3,10,0.875
2024-11-01,1028,158.83,49,7782.67,3231.06,92.89,4,11,0.7835
2024-11-02,1028,177.5,47,8342.5,3976.67,92.89,5,11,0.7835
2024-11-03,1028,163.69,40,6547.6,2832.0,92.89,6,11,0.7835
2024-11-04,1028,164.27,38,6242.26,2712.44,92.89,0,11,0.7835
2024-11-05,1028,186.26,32,5960.32,2987.84,92.89,1,11,0.7835
2024-11-06,1028,151.59,46,6973.14,2700.2,92.89,2,11,0.7835
2024-11-07,1028,147.6,49,7232.4,2680.79,92.89,3,11,0.7835
2024-11-08,1028,157.99,46,7267.54,2994.6,92.89,4,11,0.7835
2024-11-09,1028,158.57,46,7294.22,3021.28,92.89,5,11,0.7835
2024-11-10,1028,177.97,48,8542.56,4083.84,92.89,6,11,0.7835
2024-11-11,1028,182.23,42,7653.66,3752.28,92.89,0,11,0.7835
2024-11-12,1028,155.69,38,5916.22,2386.4,92.89,1,11,0.7835
2024-11-13,1028,173.32,37,6412.84,2975.91,92.89,2,11,0.7835
2024-11-14,1028,156.83,47,7371.01,3005.18,92.89,3,11,0.7835
2024-11-15,1028,183.57,40,7342.8,3627.2,92.89,4,11,0.7835
2024-11-16,1028,167.16,51,8525.16,3787.77,92.89,5,11,0.7835
2024-11-17,1028,173.47,42,7285.74,3384.36,92.89,6,11,0.7835
2024-11-18,1028,162.72,40,6508.8,2793.2,92.89,0,11,0.7835
2024-11-19,1028,175.88,39,6859.32,3236.61,92.89,1,11,0.7835
2024-11-20,1028,165.62,47,7784.14,3418.31,92.89,2,11,0.7835
2024-11-21,1028,145.3,48,6974.4,2515.68,92.89,3,11,0.7835
2024-11-22,1028,165.26,40,6610.4,2894.8,92.89,4,11,0.7835
2024-11-23,1028,182.33,37,6746.21,3309.28,92.89,5,11,0.7835
2024-11-24,1028,174.44,41,7152.04,3343.55,92.89,6,11,0.7835
2024-11-25,1028,155.58,50,7779.0,3134.5,92.89,0,11,0.7835
2024-11-26,1028,168.39,35,5893.65,2642.5,92.89,1,11,0.7835
2024-11-27,1028,181.59,39,7082.01,3459.3,92.89,2,11,0.7835
2024-11-28,1028,183.71,36,6613.56,3269.52,92.89,3,11,0.7835
2024-11-29,1028,145.34,49,7121.66,2570.05,92.89,4,11,0.7835
2024-11-30,1028,175.85,45,7913.25,3733.2,92.89,5,11,0.7835
2024-12-01,1028,177.08,43,7614.44,3620.17,92.89,6,12,0.75
2024-12-02,1028,187.05,38,7107.9,3578.08,92.89,0,12,0.75
2024-12-03,1028,188.47,27,5088.69,2580.66,92.89,1,12,0.75
2024-12-04,1028,153.18,49,7505.82,2954.21,92.89,2,12,0.75
2024-12-05,1028,184.67,32,5909.44,2936.96,92.89,3,12,0.75
2024-12-06,1028,186.85,32,5979.2,3006.72,92.89,4,12,0.75
2024-12-07,1028,187.11,43,8045.73,4051.46,92.89,5,12,0.75
2024-12-08,1028,168.7,42,7085.4,3184.02,92.89,6,12,0.75
2024-12-09,1028,151.09,46,6950.14,2677.2,92.89,0,12,0.75
2024-12-10,1028,155.58,36,5600.88,2256.84,92.89,1,12,0.75
2024-12-11,1028,168.48,32,5391.36,2418.88,92.89,2,12,0.75
2024-12-12,1028,184.76,35,6466.6,3215.45,92.89,3,12,0.75
2024-12-13,1028,171.48,32,5487.36,2514.88,92.89,4,12,0.75
2024-12-14,1028,173.76,33,5734.08,2668.71,92.89,5,12,0.75
2024-12-15,1028,162.79,48,7813.92,3355.2,92.89,6,12,0.75
2024-12-16,1028,173.12,40,6924.8,3209.2,92.89,0,12,0.75
2024-12-17,1028,152.81,42,6418.02,2516.64,92.89,1,12,0.75
2024-12-18,1028,149.42,41,6126.22,2317.73,92.89,2,12,0.75
2024-12-19,1028,166.71,43,7168.53,3174.26,92.89,3,12,0.75
2024-12-20,1028,188.68,26,4905.68,2490.54,92.89,4,12,0.75
2024-12-21,1028,146.53,54,7912.62,2896.56,92.89,5,12,0.75
2024-12-22,1028,156.73,42,6582.66,2681.28,92.89,6,12,0.75
2024-12-23,1028,154.52,44,6798.88,2711.72,92.89,0,12,0.75
2024-12-24,1028,181.89,40,7275.6,3560.0,92.89,1,12,0.75
2024-12-25,1028,175.81,41,7208.21,3399.72,92.89,2,12,0.75
2024-12-26,1028,178.48,38,6782.24,3252.42,92.89,3,12,0.75
2024-12-27,1028,161.04,36,5797.44,2453.4,92.89,4,12,0.75
2024-12-28,1028,155.87,54,8416.98,3400.92,92.89,5,12,0.75
2024-12-29,1028,156.29,41,6407.89,2599.4,92.89,6,12,0.75
2024-12-30,1028,181.17,33,5978.61,2913.24,92.89,0,12,0.75
2024-01-01,1029,174.69,36,6288.84,3251.16,84.38,0,1,0.7835
2024-01-02,1029,160.62,36,5782.32,2744.64,84.38,1,1,0.7835
2024-01-03,1029,175.57,28,4915.96,2553.32,84.38,2,1,0.7835
2024-01-04,1029,168.78,32,5400.96,2700.8,84.38,3,1,0.7835
2024-01-05,1029,157.81,35,5523.35,2570.05,84.38,4,1,0.7835
2024-01-06,1029,176.33,47,8287.51,4321.65,84.38,5,1,0.7835
2024-01-07,1029,154.98,54,8368.92,3812.4,84.38,6,1,0.7835
2024-01-08,1029,169.67,38,6447.46,3241.02,84.38,0,1,0.7835
2024-01-09,1029,171.28,31,5309.68,2693.9,84.38,1,1,0.7835
2024-01-10,1029,157.62,47,7408.14,3442.28,84.38,2,1,0.7835
2024-01-11,1029,172.84,34,5876.56,3007.64,84.38,3,1,0.7835
2024-01-12,1029,184.3,31,5713.3,3097.52,84.38,4,1,0.7835
2024-01-13,1029,150.6,40,6024.0,2648.8,84.38,5,1,0.7835
2024-01-14,1029,159.14,42,6683.88,3139.92,84.38,6,1,0.7835
2024-01-15,1029,188.19,30,5645.7,3114.3,84.38,0,1,0.7835
2024-01-16,1029,173.1,36,6231.6,3193.92,84.38,1,1,0.7835
2024-01-17,1029,181.76,34,6179.84,3310.92,84.38,2,1,0.7835
2024-01-18,1029,148.34,46,6823.64,2942.16,84.38,3,1,0.7835
2024-01-19,1029,173.07,36,6230.52,3192.84,84.38,4,1,0.7835
2024-01-20,1029,173.99,47,8177.53,4211.67,84.38,5,1,0.7835
2024-01-21,1029,185.04,44,8141.76,4429.04,84.38,6,1,0.7835
2024-01-22,1029,176.86,39,6897.54,3606.72,84.38,0,1,0.7835
2024-01-23,1029,182.07,35,6372.45,3419.15,84.38,1,1,0.7835
2024-01-24,1029,173.54,36,6247.44,3209.76,84.38,2,1,0.7835
2024-01-25,1029,173.34,32,5546.88,2846.72,84.38,3,1,0.7835
2024-01-26,1029,176.94,28,4954.32,2591.68,84.38,4,1,0.7835
2024-01-27,1029,187.33,40,7493.2,4118.0,84.38,5,1,0.7835
2024-01-28,1029,148.71,56,8327.76,3602.48,84.38,6,1,0.7835
2024-01-29,1029,165.29,39,6446.31,3155.49,84.38,0,1,0.7835
2024-01-30,1029,183.75,31,5696.25,3080.47,84.38,1,1,0.7835
2024-01-31,1029,163.12,40,6524.8,3149.6,84.38,2,1,0.7835
2024-02-01,1029,167.87,46,7722.02,3840.54,84.38,3,2,0.875
2024-02-02,1029,168.75,33,5568.75,2784.21,84.38,4,2,0.875
2024-02-03,1029,187.43,37,6934.91,3812.85,84.38,5,2,0.875
2024-02-04,1029,164.02,50,8201.0,3982.0,84.38,6,2,0.875
2024-02-05,1029,173.04,46,7959.84,4078.36,84.38,0,2,0.875
2024-02-06,1029,151.52,50,7576.0,3357.0,84.38,1,2,0.875
2024-02-07,1029,171.77,46,7901.42,4019.94,84.38,2,2,0.875
2024-02-08,1029,163.15,47,7668.05,3702.19,84.38,3,2,0.875
2024-02-09,1029,164.83,35,5769.05,2815.75,84.38,4,2,0.875
2024-02-10,1029,167.98,53,8902.94,4430.8,84.38,5,2,0.875
2024-02-11,1029,181.97,47,8552.59,4586.73,84.38,6,2,0.875
2024-02-12,1029,150.78,39,5880.42,2589.6,84.38,0,2,0.875
2024-02-13,1029,158.61,40,6344.4,2969.2,84.38,1,2,0.875
2024-02-14,1029,144.65,52,7521.8,3134.04,84.38,2,2,0.875
2024-02-15,1029,187.24,43,8051.32,4422.98,84.38,3,2,0.875
2024-02-16,1029,169.82,32,5434.24,2734.08,84.38,4,2,0.875
2024-02-17,1029,158.37,44,6968.28,3255.56,84.38,5,2,0.875
2024-02-18,1029,178.66,49,8754.34,4619.72,84.38,6,2,0.875
2024-02-19,1029,186.08,41,7629.28,4169.7,84.38,0,2,0.875
2024-02-20,1029,180.78,31,5604.18,2988.4,84.38,1,2,0.875
2024-02-21,1029,174.65,36,6287.4,3249.72,84.38,2,2,0.875
2024-02-22,1029,181.81,37,6726.97,3604.91,84.38,3,2,0.875
2024-02-23,1029,182.7,30,5481.0,2949.6,84.38,4,2,0.875
2024-02-24,1029,156.6,45,7047.0,3249.9,84.38,5,2,0.875
2024-02-25,1029,187.91,42,7892.22,4348.26,84.38,6,2,0.875
2024-02-26,1029,148.1,43,6368.3,2739.96,84.38,0,2,0.875
2024-02-27,1029,179.52,45,8078.4,4281.3,84.38,1,2,0.875
2024-02-28,1029,160.26,36,5769.36,2731.68,84.38,2,2,0.875
2024-02-29,1029,183.45,30,5503.5,2972.1,84.38,3,2,0.875
2024-03-01,1029,160.38,56,8981.28,4256.0,84.38,4,3,1.0
2024-03-02,1029,164.06,53,8695.18,4223.04,84.38,5,3,1.0
2024-03-03,1029,147.02,52,7645.04,3257.28,84.38,6,3,1.0
2024-03-04,1029,179.68,44,7905.92,4193.2,84.38,0,3,1.0
2024-03-05,1029,187.57,41,7690.37,4230.79,84.38,1,3,1.0
2024-03-06,1029,153.63,48,7374.24,3324.0,84.38,2,3,1.0
2024-03-07,1029,174.55,38,6632.9,3426.46,84.38,3,3,1.0
2024-03-08,1029,181.29,37,6707.73,3585.67,84.38,4,3,1.0
2024-03-09,1029,183.73,47,8635.31,4669.45,84.38,5,3,1.0
2024-03-10,1029,176.53,42,7414.26,3870.3,84.38,6,3,1.0
2024-03-11,1029,156.97,48,7534.56,3484.32,84.38,0,3,1.0
2024-03-12,1029,147.85,63,9314.55,3998.61,84.38,1,3,1.0
2024-03-13,1029,166.83,51,8508.33,4204.95,84.38,2,3,1.0
2024-03-14,1029,148.04,64,9474.56,4074.24,84.38,3,3,1.0
2024-03-15,1029,154.1,52,8013.2,3625.44,84.38,4,3,1.0
2024-03-16,1029,148.91,65,9679.15,4194.45,84.38,5,3,1.0
2024-03-17,1029,167.69,63,10564.47,5248.53,84.38,6,3,1.0
2024-03-18,1029,156.83,58,9096.14,4202.1,84.38,0,3,1.0
2024-03-19,1029,170.72,45,7682.4,3885.3,84.38,1,3,1.0
2024-03-20,1029,172.68,45,7770.6,3973.5,84.38,2,3,1.0
2024-03-21,1029,176.53,50,8826.5,4607.5,84.38,3,3,1.0
2024-03-22,1029,188.15,37,6961.55,3839.49,84.38,4,3,1.0
2024-03-23,1029,157.43,56,8816.08,4090.8,84.38,5,3,1.0
2024-03-24,1029,168.63,57,9611.91,4802.25,84.38,6,3,1.0
2024-03-25,1029,172.37,37,6377.69,3255.63,84.38,0,3,1.0
2024-03-26,1029,152.2,45,6849.0,3051.9,84.38,1,3,1.0
2024-03-27,1029,162.61,58,9431.38,4537.34,84.38,2,3,1.0
2024-03-28,1029,184.31,45,8293.95,4496.85,84.38,3,3,1.0
2024-03-29,1029,156.93,49,7689.57,3554.95,84.38,4,3,1.0
2024-03-30,1029,159.41,55,8767.55,4126.65,84.38,5,3,1.0
2024-03-31,1029,178.32,56,9985.92,5260.64,84.38,6,3,1.0
2024-04-01,1029,170.97,55,9403.35,4762.45,84.38,0,4,1.125
2024-04-02,1029,148.11,67,9923.37,4269.91,84.38,1,4,1.125
2024-04-03,1029,162.66,61,9922.26,4775.08,84.38,2,4,1.125
2024-04-04,1029,178.68,57,10184.76,5375.1,84.38,3,4,1.125
2024-04-05,1029,149.5,62,9269.0,4037.44,84.38,4,4,1.125
2024-04-06,1029,154.09,68,10478.12,4740.28,84.38,5,4,1.125
2024-04-07,1029,152.46,57,8690.22,3880.56,84.38,6,4,1.125
2024-04-08,1029,150.09,50,7504.5,3285.5,84.38,0,4,1.125
2024-04-09,1029,149.7,71,10628.7,4637.72,84.38,1,4,1.125
2024-04-10,1029,162.25,62,10059.5,4827.94,84.38,2,4,1.125
2024-04-11,1029,174.38,58,10114.04,5220.0,84.38,3,4,1.125
2024-04-12,1029,156.19,56,8746.64,4021.36,84.38,4,4,1.125
2024-04-13,1029,182.41,50,9120.5,4901.5,84.38,5,4,1.125
2024-04-14,1029,155.84,76,11843.84,5430.96,84.38,6,4,1.125
2024-04-15,1029,180.37,57,10281.09,5471.43,84.38,0,4,1.125
2024-04-16,1029,161.31,46,7420.26,3538.78,84.38,1,4,1.125
2024-04-17,1029,175.37,59,10346.83,5368.41,84.38,2,4,1.125
2024-04-18,1029,149.98,57,8548.86,3739.2,84.38,3,4,1.125
2024-04-19,1029,151.14,55,8312.7,3671.8,84.38,4,4,1.125
2024-04-20,1029,149.87,62,9291.94,4060.38,84.38,5,4,1.125
2024-04-21,1029,169.63,70,11874.1,5967.5,84.38,6,4,1.125
2024-04-22,1029,150.14,60,9008.4,3945.6,84.38,0,4,1.125
2024-04-23,1029,160.96,52,8369.92,3982.16,84.38,1,4,1.125
2024-04-24,1029,187.29,53,9926.37,5454.23,84.38,2,4,1.125
2024-04-25,1029,149.93,72,10794.96,4719.6,84.38,3,4,1.125
2024-04-26,1029,149.67,58,8680.86,3786.82,84.38,4,4,1.125
2024-04-27,1029,172.7,56,9671.2,4945.92,84.38,5,4,1.125
2024-04-28,1029,167.79,71,11913.09,5922.11,84.38,6,4,1.125
2024-04-29,1029,153.88,56,8617.28,3892.0,84.38,0,4,1.125
2024-04-30,1029,153.2,66,10111.2,4542.12,84.38,1,4,1.125
2024-05-01,1029,149.8,74,11085.2,4841.08,84.38,2,5,1.2165
2024-05-02,1029,164.4,68,11179.2,5441.36,84.38,3,5,1.2165
2024-05-03,1029,162.46,56,9097.76,4372.48,84.38,4,5,1.2165
2024-05-04,1029,164.54,64,10530.56,5130.24,84.38,5,5,1.2165
2024-05-05,1029,150.72,82,12359.04,5439.88,84.38,6,5,1.2165
2024-05-06,1029,182.7,62,11327.4,6095.84,84.38,0,5,1.2165
2024-05-07,1029,152.04,70,10642.8,4736.2,84.38,1,5,1.2165
2024-05-08,1029,159.03,58,9223.74,4329.7,84.38,2,5,1.2165
2024-05-09,1029,171.15,48,8215.2,4164.96,84.38,3,5,1.2165
2024-05-10,1029,144.24,74,10673.76,4429.64,84.38,4,5,1.2165
2024-05-11,1029,160.2,79,12655.8,5989.78,84.38,5,5,1.2165
2024-05-12,1029,161.0,71,11431.0,5440.02,84.38,6,5,1.2165
2024-05-13,1029,153.26,70,10728.2,4821.6,84.38,0,5,1.2165
2024-05-14,1029,168.3,47,7910.1,3944.24,84.38,1,5,1.2165
2024-05-15,1029,155.91,71,11069.61,5078.63,84.38,2,5,1.2165
2024-05-16,1029,174.69,50,8734.5,4515.5,84.38,3,5,1.2165
2024-05-17,1029,171.64,66,11328.24,5759.16,84.38,4,5,1.2165
2024-05-18,1029,157.04,59,9265.36,4286.94,84.38,5,5,1.2165
2024-05-19,1029,185.92,62,11527.04,6295.48,84.38,6,5,1.2165
2024-05-20,1029,154.06,53,8165.18,3693.04,84.38,0,5,1.2165
2024-05-21,1029,150.96,67,10114.32,4460.86,84.38,1,5,1.2165
2024-05-22,1029,162.71,60,9762.6,4699.8,84.38,2,5,1.2165
2024-05-23,1029,164.0,69,11316.0,5493.78,84.38,3,5,1.2165
2024-05-24,1029,181.69,53,9629.57,5157.43,84.38,4,5,1.2165
2024-05-25,1029,173.75,61,10598.75,5451.57,84.38,5,5,1.2165
2024-05-26,1029,153.82,74,11382.68,5138.56,84.38,6,5,1.2165
2024-05-27,1029,176.89,58,10259.62,5365.58,84.38,0,5,1.2165
2024-05-28,1029,154.53,54,8344.62,3788.1,84.38,1,5,1.2165
2024-05-29,1029,176.9,62,10967.8,5736.24,84.38,2,5,1.2165
2024-05-30,1029,176.63,60,10597.8,5535.0,84.38,3,5,1.2165
2024-05-31,1029,182.43,49,8939.07,4804.45,84.38,4,5,1.2165
2024-06-01,1029,167.05,71,11860.55,5869.57,84.38,5,6,1.25
2024-06-02,1029,186.9,60,11214.0,6151.2,84.38,6,6,1.25
2024-06-03,1029,162.2,67,10867.4,5213.94,84.38,0,6,1.25
2024-06-04,1029,182.58,49,8946.42,4811.8,84.38,1,6,1.25
2024-06-05,1029,187.7,56,10511.2,5785.92,84.38,2,6,1.25
2024-06-06,1029,144.55,79,11419.45,4753.43,84.38,3,6,1.25
2024-06-07,1029,158.71,54,8570.34,4013.82,84.38,4,6,1.25
2024-06-08,1029,178.08,63,11219.04,5903.1,84.38,5,6,1.25
2024-06-09,1029,160.84,79,12706.36,6040.34,84.38,6,6,1.25
2024-06-10,1029,144.6,69,9977.4,4155.18,84.38,0,6,1.25
2024-06-11,1029,168.43,67,11284.81,5631.35,84.38,1,6,1.25
2024-06-12,1029,171.02,60,10261.2,5198.4,84.38,2,6,1.25
2024-06-13,1029,147.62,79,11661.98,4995.96,84.38,3,6,1.25
2024-06-14,1029,164.92,72,11874.24,5798.88,84.38,4,6,1.25
2024-06-15,1029,175.45,61,10702.45,5555.27,84.38,5,6,1.25
2024-06-16,1029,144.57,65,9397.05,3912.35,84.38,6,6,1.25
2024-06-17,1029,155.99,58,9047.42,4153.38,84.38,0,6,1.25
2024-06-18,1029,180.61,53,9572.33,5100.19,84.38,1,6,1.25
2024-06-19,1029,155.78,56,8723.68,3998.4,84.38,2,6,1.25
2024-06-20,1029,177.99,64,11391.36,5991.04,84.38,3,6,1.25
2024-06-21,1029,151.9,64,9721.6,4321.28,84.38,4,6,1.25
2024-06-22,1029,145.87,84,12253.08,5165.16,84.38,5,6,1.25
2024-06-23,1029,160.07,82,13125.74,6206.58,84.38,6,6,1.25
